Model,Sensitivity,Specificity,Accuracy,Balanced Accuracy,F2 Score,ROC AUC,Brier Score
Brazil internal (held-out 20%),0.4451510333863275,0.9213675213675213,0.7957214765100671,0.6832592773769244,0.47716428084526236,0.8075011663246958,0.14560551494153912
