y_true,y_proba
0,0.10701333
0,0.122775264
0,0.06595727
0,0.22369522
0,0.23984529
0,0.15707816
0,0.1741761
0,0.22358704
0,0.08907115
0,0.07206098
0,0.11055658
0,0.14259633
0,0.2205236
0,0.21151078
0,0.15825358
0,0.1591003
0,0.32810712
0,0.13309114
0,0.20219368
0,0.17545329
0,0.08359124
0,0.0640713
0,0.12592179
0,0.06698416
0,0.10544398
0,0.06363501
0,0.058619015
0,0.07145548
0,0.11821769
0,0.1616333
0,0.09497144
0,0.0771518
0,0.28990543
0,0.059209254
0,0.33423695
0,0.30481237
0,0.21344402
0,0.18238933
0,0.16127901
0,0.086855896
0,0.06915855
0,0.12368908
0,0.43378305
0,0.057248794
0,0.16941237
0,0.089870594
0,0.06670989
0,0.0720372
0,0.1306975
0,0.08572627
0,0.58589536
0,0.11322832
0,0.4881382
0,0.15281655
0,0.27413276
0,0.5777921
0,0.123440795
0,0.17188227
0,0.5302559
0,0.10772669
0,0.105138086
0,0.21437411
0,0.08222832
0,0.15518443
0,0.28207192
0,0.15802386
0,0.10449894
0,0.07678809
0,0.06345671
0,0.08014925
0,0.07020074
0,0.14613852
0,0.110816926
0,0.077730216
0,0.23262058
0,0.092255265
0,0.07595279
0,0.18298334
0,0.11898929
0,0.19829799
0,0.1635208
0,0.15421815
0,0.10031726
0,0.09847695
0,0.33966035
0,0.11559279
0,0.15232335
0,0.11231012
0,0.17765623
0,0.31360415
0,0.2769421
0,0.11703983
0,0.07182202
0,0.3801867
0,0.12785423
0,0.06778455
0,0.115908645
0,0.12036464
0,0.13952938
0,0.10406185
0,0.071649775
0,0.1225365
0,0.16061135
0,0.08089173
0,0.045550108
0,0.15510021
0,0.30974698
0,0.12543532
0,0.08680112
0,0.07921495
0,0.10481088
0,0.124159865
0,0.088919446
0,0.09059599
0,0.10469369
0,0.056923788
0,0.08297227
0,0.1471324
0,0.18584478
0,0.056258984
0,0.28220913
0,0.08988028
0,0.16670865
0,0.10283651
0,0.22511147
0,0.24660899
0,0.07711753
0,0.09370977
0,0.07111605
0,0.0526596
0,0.08477593
0,0.24278988
0,0.20392627
0,0.07492285
0,0.08587043
0,0.079986
0,0.12834626
0,0.06804154
0,0.068643294
0,0.10091128
0,0.07020074
0,0.05068788
0,0.1066925
0,0.16230936
0,0.38285294
0,0.1537828
0,0.39501834
0,0.13538541
0,0.22035648
0,0.112443775
0,0.088546254
0,0.14902231
0,0.4706587
