y_true,y_proba
1,0.34297702
0,0.009129553
1,0.46522388
1,0.24147081
0,0.13727546
1,0.11452269
1,0.095666766
1,0.628555
0,0.010102162
1,0.22499748
1,0.05837127
0,0.020118529
1,0.44094563
0,0.33496556
1,0.1942848
1,0.3168168
1,0.6425801
1,0.5631969
1,0.49590096
1,0.30952382
0,0.016654916
1,0.09399142
0,0.7327855
0,0.11549596
1,0.49509287
1,0.2042506
0,0.0983892
0,0.51278377
1,0.44556484
0,0.012544022
0,0.05000827
0,0.06767387
1,0.20516919
0,0.8573569
0,0.0018322582
1,0.8965725
1,0.21538438
0,0.26066613
0,0.46659043
0,0.7268652
0,0.009828761
0,0.8311553
1,0.75649524
1,0.19821282
1,0.006849371
1,0.30160165
0,0.11454552
1,0.21553442
1,0.2326092
1,0.2655927
0,0.097671196
1,0.031653095
1,0.20189013
1,0.87569034
1,0.28082547
0,0.8950988
1,0.8428617
1,0.27048126
1,0.6788079
0,0.27493083
1,0.028104853
0,0.03504334
1,0.3042476
1,0.8236718
0,0.16797377
1,0.35904986
1,0.406442
1,0.7444549
0,0.15286258
0,0.030935898
0,0.22978806
0,0.14429088
1,0.098179966
1,0.4254733
1,0.7292224
1,0.099622935
0,0.03800052
0,0.17924851
0,0.02257109
0,0.33651316
1,0.14782962
0,0.2462349
0,0.6058341
0,0.19055554
1,0.31586415
0,0.31725416
0,0.04111632
0,0.52650094
1,0.6673405
1,0.8025658
1,0.35087326
0,0.22469549
1,0.024818977
1,0.8776394
1,0.0446693
1,0.02169842
0,0.17048973
1,0.9131021
1,0.5317976
0,0.008504706
1,0.77754843
1,0.7489267
1,0.24208216
1,0.6583537
0,0.84310925
1,0.15607901
1,0.25974983
1,0.73185945
1,0.9840313
1,0.69300723
1,0.39388084
0,0.06499992
0,0.012965358
0,0.41838872
0,0.04323825
0,0.2818407
1,0.8011688
1,0.94576615
1,0.61667246
1,0.06297148
1,0.93983644
0,0.05959968
1,0.7903389
1,0.9359927
0,0.6031753
1,0.021122213
0,0.48467916
1,0.14225766
1,0.036394488
0,0.10217002
1,0.67405975
0,0.061603587
1,0.3411486
1,0.3706235
1,0.33335003
1,0.39971033
0,0.012952165
1,0.10338471
1,0.20204756
1,0.27910686
1,0.7061854
0,0.021324463
0,0.8169507
1,0.62113523
1,0.7758272
0,0.029577315
0,0.05272045
1,0.0041740444
0,0.1983634
1,0.16561018
0,0.041108675
0,0.06416621
0,0.7287548
0,0.031106966
1,0.67428035
0,0.7869547
0,0.5350678
0,0.008180172
0,0.32062134
0,0.024997048
0,0.12100418
0,0.1004354
0,0.047316097
1,0.16046366
1,0.32751656
0,0.3220483
0,0.1417029
1,0.016816476
1,0.349167
0,0.67270947
0,0.059379194
0,0.7477257
0,0.08119586
0,0.13902794
0,0.0010463947
0,0.01901418
0,0.54347837
0,0.017349899
0,0.018746456
1,0.0010870073
0,0.06550999
0,0.54959714
0,0.00028021072
0,0.60271114
0,0.08034411
0,0.3624941
0,0.11672701
0,0.4674374
0,0.3003764
0,0.32644555
0,0.061816406
0,0.0884529
1,0.46560475
1,0.5186418
0,0.13700701
0,0.45220357
0,0.18899041
0,0.079604916
0,0.3936949
0,0.16886252
1,0.3858422
1,0.344646
0,0.4292863
0,0.18472762
0,0.17808723
0,0.15965001
0,0.41619086
0,0.048064165
0,0.024958868
0,0.26989505
0,0.6303781
0,0.031510387
0,0.0033146306
0,0.27581963
0,0.6524998
0,0.006290501
0,0.2668781
0,0.41449863
0,0.0010195785
0,0.010506764
0,0.23044036
0,0.1886659
1,0.4000236
0,0.29865602
0,0.001424863
0,0.42580253
1,0.039263573
0,0.091665745
0,0.10569129
0,0.2115373
1,0.060902134
0,0.018299855
0,0.26626188
1,0.038740013
0,0.890851
0,0.028641438
0,0.10144881
1,0.38487396
0,0.55652195
1,0.032492317
0,0.013583652
1,0.38288125
0,0.04614938
0,0.03810272
0,0.007704162
1,0.1650068
0,0.494744
1,0.29174307
0,0.010139827
0,0.32739538
0,0.67046314
0,0.11540385
0,0.04027728
0,0.11143709
0,0.55542725
0,0.3640803
0,0.039581902
0,0.1195187
0,0.003637746
0,0.2577788
0,0.18180329
0,0.06269543
0,0.0055424846
1,0.09519012
0,0.0038076239
0,0.11374222
0,0.13510458
0,0.5369694
1,0.91088486
0,0.028007235
0,0.061377347
0,0.031495206
1,0.2900963
1,0.17477934
0,0.51704645
0,0.032178402
1,0.030016813
0,0.006359601
0,0.086150534
0,0.06855202
0,0.2855054
0,0.014992304
0,0.036964823
0,0.6490027
0,0.10890928
1,0.13526833
1,0.273605
0,0.029620416
1,0.035605345
1,0.16274178
0,0.5407481
0,0.0068056714
0,0.07654779
1,0.29254684
0,0.008586667
0,0.032496702
0,0.4491284
0,0.18969558
0,0.1855109
1,0.08816514
0,0.02919618
1,0.025010115
0,0.13688706
1,0.06768758
1,0.023043698
0,0.40707698
1,0.09180532
1,0.2186069
1,0.21234767
1,0.24123468
1,0.44605726
1,0.032036655
1,0.30418456
0,0.18830976
1,0.028470898
0,0.038649473
0,0.04395746
1,0.31849763
1,0.35045725
0,0.07218133
0,0.2514766
0,0.24143042
0,0.26117268
0,0.19263743
1,0.19286269
0,0.1644292
1,0.236276
1,0.030863294
1,0.27719456
0,0.4603757
0,0.0937489
0,0.112046815
1,0.36572647
0,0.016407333
0,0.015691979
1,0.06762109
1,0.20625445
1,0.840901
0,0.27334508
1,0.3559622
0,0.3917954
1,0.2636396
1,0.054137316
0,0.023943106
0,0.28418574
