y_true,y_proba
0,0.026024062
0,0.11755393
0,0.06707171
0,0.41179413
0,0.23246816
0,0.16472316
0,0.14524297
0,0.05384775
0,0.033198018
0,0.13154662
0,0.24071962
0,0.43024075
0,0.8030906
0,0.5994552
0,0.31834766
0,0.06393508
0,0.6028187
0,0.124468684
0,0.15582506
0,0.088082954
0,0.2774377
0,0.05103495
0,0.055887256
0,0.040361963
0,0.19787847
0,0.016811613
0,0.05921875
0,0.034995884
0,0.08985064
0,0.06103607
0,0.06928961
0,0.03366224
0,0.48543382
0,0.02731732
0,0.8981874
0,0.668624
0,0.6254948
0,0.11474087
0,0.13955872
0,0.1126957
0,0.05215153
0,0.08417853
0,0.6707776
0,0.008284508
0,0.57832146
0,0.09510947
0,0.027923856
0,0.024385529
0,0.16361363
0,0.028575215
0,0.84247804
0,0.032062475
0,0.08882226
0,0.025527496
0,0.04360412
0,0.5266186
0,0.047611684
0,0.09885919
0,0.6474677
0,0.019046556
0,0.06912385
0,0.52759224
0,0.045366466
0,0.39966986
0,0.115769655
0,0.16703308
0,0.18064941
0,0.045751806
0,0.034253426
0,0.05175527
0,0.05306766
0,0.37245372
0,0.040833827
0,0.030182717
0,0.30061722
0,0.2740769
0,0.039068516
0,0.29656297
0,0.17063779
0,0.23552312
0,0.13912469
0,0.03022102
0,0.12551457
0,0.09097202
0,0.8269263
0,0.38064802
0,0.073529944
0,0.037889566
0,0.3018306
0,0.58436155
0,0.19586137
0,0.09330268
0,0.0802778
0,0.6850467
0,0.11040651
0,0.09002752
0,0.03171761
0,0.28716105
0,0.06541152
0,0.01791112
0,0.059977744
0,0.1138855
0,0.10294725
0,0.020756029
0,0.008737728
0,0.21856852
0,0.5392713
0,0.17246291
0,0.07036501
0,0.01806168
0,0.117748335
0,0.1585608
0,0.104097106
0,0.067533314
0,0.22380923
0,0.021413496
0,0.109452695
0,0.20072316
0,0.036237314
0,0.027294448
0,0.40133777
0,0.21307799
0,0.06935535
0,0.11094201
0,0.3620801
0,0.23777692
0,0.14053881
0,0.077558175
0,0.072406664
0,0.015431448
0,0.03502394
0,0.06081697
0,0.5571261
0,0.1144483
0,0.07014306
0,0.18169698
0,0.087380245
0,0.059838165
0,0.021517502
0,0.16408071
0,0.05306766
0,0.083521016
0,0.10540223
0,0.27796125
0,0.19453281
0,0.26792672
0,0.4819427
0,0.16036169
0,0.6910491
0,0.1414511
0,0.034044884
0,0.33946297
0,0.66414934
0,0.4491985
0,0.012720517
0,0.1474057
0,0.69989175
0,0.014681593
0,0.10089482
0,0.10446994
0,0.47568518
0,0.2084939
0,0.20027193
0,0.16137207
0,0.40647212
0,0.14354227
0,0.06691012
0,0.40514114
0,0.21641152
0,0.500999
0,0.500999
0,0.08288468
0,0.8608033
0,0.56186754
0,0.06737258
0,0.23515101
0,0.08860708
0,0.14243959
0,0.5272684
0,0.34855932
0,0.13176365
0,0.25584596
0,0.01819407
0,0.57477885
0,0.022977589
0,0.7049132
0,0.20542404
0,0.052257266
0,0.051660042
0,0.6213694
0,0.46192154
0,0.95148
0,0.97953886
0,0.40708876
0,0.39747408
0,0.06925926
0,0.5154305
0,0.45459425
0,0.88776886
0,0.68164575
0,0.05906135
0,0.1054152
0,0.22529854
0,0.1217976
0,0.09807711
0,0.08307546
0,0.038015705
0,0.06941039
0,0.0510976
0,0.1024056
0,0.22776385
0,0.6577757
0,0.111365035
0,0.15459187
0,0.24092147
0,0.04094278
0,0.16617575
0,0.026579514
0,0.01860415
0,0.5683963
0,0.6171136
0,0.42239216
0,0.41743988
0,0.444925
0,0.16850086
0,0.022275632
0,0.048810925
0,0.50086963
0,0.44683373
0,0.68451744
0,0.09200828
0,0.21936512
0,0.09363223
0,0.0038467476
0,0.37654653
0,0.07612163
0,0.110803224
0,0.1113451
0,0.073411465
0,0.049348764
0,0.70899385
0,0.14645621
0,0.058287743
0,0.09350956
0,0.11628778
0,0.14418434
0,0.35194662
0,0.2735977
0,0.34207729
0,0.8341223
0,0.40133777
0,0.21307799
0,0.07205653
0,0.11094201
0,0.3620801
0,0.23777692
0,0.14053881
0,0.077558175
0,0.072406664
0,0.015431448
0,0.03502394
0,0.06081697
0,0.5571261
0,0.1144483
0,0.07014306
0,0.18169698
0,0.087380245
0,0.059838165
0,0.021517502
0,0.16408071
0,0.05306766
0,0.083521016
0,0.10540223
0,0.27796125
0,0.19453281
0,0.26792672
0,0.4819427
0,0.16036169
0,0.6910491
0,0.1414511
0,0.034044884
