Model,Sensitivity,Specificity,Accuracy,Balanced Accuracy,F2 Score,ROC AUC,Brier Score
Italy internal (held-out 20%),0.8169934640522876,0.64,0.737410071942446,0.7284967320261437,0.7992327365728901,0.7910065359477124,0.18837181912629342
